87171445,-1.096919,4.28948,7.060518
87171455,-1.223855,4.126619,6.7850904
87171465,-1.341211,4.0751257,6.7599425
87171560,-1.5004797,4.399651,5.773195
87171565,-1.6034656,4.133804,5.5995555
87171575,-1.4010864,3.5110986,5.788762
87171585,-1.0945239,2.9303064,6.295309
87171595,-0.85502195,2.5447083,6.8677187
87171605,-0.857417,2.4680676,7.0653076
87171615,-0.85502195,2.9782069,6.700067
87171625,-0.7855664,3.7158728,6.1324477
87171635,-0.69575316,4.2224193,5.5995555
87171645,-0.732876,3.969745,5.6259007
87171655,-0.7879614,2.8357031,6.1061025
87171665,-0.8490344,1.7280066,6.3444066
87171675,-0.99872315,0.9472302,5.9468336
87171685,-1.2765454,0.859812,5.259463
87171695,-1.1400293,0.65264285,4.3385777
87171705,-0.7532337,-0.43828857,2.623744
87171715,-0.91609496,-0.98674804,1.421444
87171725,-0.90411985,-2.1124072,0.99752563
87171735,-0.8466394,-4.942123,0.61911255
87171745,-1.4394068,-6.9515443,1.8477576
87171755,-1.6310083,-9.045989,3.6524048
87171765,-1.3304334,-12.111614,4.372108
87171775,-1.155597,-15.074253,4.822372
87171785,-1.5962806,-14.796431,4.0679407
87171795,-2.4213648,-12.9355,3.8727465
87171805,-2.5710535,-10.958412,3.314707
87171815,-3.0979578,-11.248209,4.0248303
87171825,-5.0307384,-13.306728,5.1385145
87171835,-7.691605,-13.78693,6.4234424
87171845,-9.18969,-14.059962,7.2018237
87171855,-8.974138,-15.179634,7.125183
87171865,-7.919132,-16.16758,6.4545774
87171875,-6.695277,-15.695761,6.4737377
87171885,-4.8415318,-12.86844,3.5865417
87171895,-3.434458,-9.333391,2.1567152
87171905,-4.155359,-7.5179663,5.846243
87171916,-3.3518298,-8.556208,0.857417
87171926,-3.0716126,-8.012538,0.86579955
87171936,-4.5696974,-10.06028,3.1302905
87171946,-4.2834926,-11.782299,1.7543519
87171970,-4.5325747,-7.259304,1.6357983
87171990,-3.9829175,-7.4293504,-0.7041357
87172000,-2.8476782,-9.205257,-2.0417542
87172010,-2.0764818,-11.4062805,-4.5397596
87172020,-1.409469,-9.400452,-2.2237756
87172031,-0.6430628,-9.841135,-2.3387365
87172041,-0.021555176,-11.858939,-3.554209
87172051,0.3903882,-11.611054,-1.8681152
87172061,0.82747924,-11.587105,-2.13037
87172071,0.8454419,-11.27695,-2.3782544
87172081,-0.9627979,-11.093731,-0.70174074
87172091,-1.6226257,-11.660152,0.1472937
87172101,-1.287323,-12.427756,-0.60354495
87172111,-0.86579955,-11.858939,-2.4010072
87172121,-1.0035132,-9.611214,-3.3326697
87172131,-2.494413,-7.266489,-1.4477893
87172141,-3.2715967,-6.2306433,-2.501598
87172151,-3.505111,-5.8318725,-6.8162255
87172161,-6.549181,-4.8379393,-4.92416
87172171,-5.940846,-5.0918117,-5.6785913
87172181,-2.2704785,-7.010222,-7.926317
87172191,-1.2274475,-9.764495,-8.859178
87172201,-1.2082874,-12.042158,-11.317665
87172211,-2.6285338,-12.042158,-10.967992
87172221,-4.455934,-10.07465,-9.269923
87172231,-3.6080968,-8.205337,-8.474776
87172241,-2.4560926,-7.787406,-6.8006577
87172251,-2.15432,-7.620952,-4.0727305
87172261,-2.7878027,-7.8329115,-1.350791
87172271,-0.88855225,-6.549181,-1.9435583
87172281,-0.7927515,-7.4784484,-2.5842261
87172291,-1.5304174,-8.553812,-6.079757
