21741140,-2.645299,0.90052736,8.834029
21741150,-2.4848328,1.3208532,8.7262535
21741250,-1.839375,-0.80113405,9.804012
21741260,-1.6741186,-0.33769774,9.721384
21741270,-1.780697,0.24668701,9.354946
21741280,-2.1004322,1.0777588,8.825647
21741290,-2.2632935,1.5878979,8.097561
21741300,-2.0621119,2.0453467,7.2832546
21741310,-2.1004322,2.386637,6.798263
21741320,-2.046544,2.0489392,6.331234
21741330,-1.7567468,1.9076331,5.8486376
21741340,-1.2034973,2.3327491,5.548063
21741350,-0.4778064,2.8057654,5.572013
21741360,-0.53528684,2.2513185,4.855902
21741370,-0.7256909,0.7532337,3.8272412
21741380,-0.123343505,-0.9831555,2.6021888
21741390,-0.14250366,-2.8692334,1.0202783
21741400,0.59635985,-3.988905,0.3556604
21741410,1.8357825,-4.31822,-0.3197351
21741420,2.821333,-4.4008484,-1.0382409
21741430,3.6080968,-5.962401,-2.398612
21741440,2.5087829,-7.3934255,-2.1567152
21741450,0.5736072,-10.053095,-3.1757958
21741460,-0.8310718,-12.94029,-4.460724
21741470,-1.2957056,-12.425362,-3.9541771
21741480,-1.0909314,-15.602355,-6.051017
21741490,-0.9352551,-17.692009,-7.6496925
21741500,0.15328126,-16.010706,-9.384884
21741510,1.0909314,-15.829882,-14.177319
21741520,0.74604857,-16.213085,-16.696878
21741530,-0.9592053,-20.13493,-14.44556
21741540,-2.1279747,-21.345612,-3.634442
21741550,-1.961521,-23.012545,4.687053
21741560,-2.7973828,-18.549427,-1.3747412
21741570,-6.8808913,-10.4075575,-4.8020144
21741580,-10.290201,-7.0389624,-6.175558
21741590,-9.608818,-10.418335,-6.9599266
21741600,-5.156477,-14.007272,-5.8091197
21741610,-1.726809,-13.400134,0.44786865
21741620,2.7399023,-13.341456,-2.3578968
21741644,2.8404932,-10.875784,-1.9471508
21741663,1.5507752,-9.720187,2.9398866
21741675,2.8153455,-9.187295,1.346001
21741685,3.8583765,-7.212601,3.6033068
21741695,2.1411474,-5.973179,3.3422499
21741705,-1.1807446,-7.848479,1.7902771
21741715,-3.0129347,-10.912907,2.2118006
21741725,-2.581831,-12.008628,4.014053
21741735,-0.71730834,-11.378737,2.2321582
21741745,1.228645,-10.280622,-0.6825806
21741755,1.5807129,-8.393346,-2.066902
21741765,1.1532019,-8.649613,-4.5002418
21741775,0.37003052,-10.906919,-4.533772
21741785,-2.753075,-9.674682,0.26105714
21741795,-3.5578015,-9.687854,1.9531385
21741805,-3.7482057,-9.321416,-1.2082874
21741815,-3.6871326,-9.663904,-1.592688
21741825,-2.5530908,-8.998089,-4.2200246
21741835,-1.0585986,-10.811118,-6.5108604
21741845,-1.9627185,-11.99785,-6.1611876
21741855,-4.4571314,-14.276711,-4.4834766
21741865,-7.3024144,-17.880018,-1.2466077
21741875,-7.834109,-18.773361,-3.9158568
21741885,-6.595884,-15.392791,-5.0355287
21741895,-3.725453,-12.84449,-7.3586974
21741905,-3.7996986,-6.8305955,-2.0058289
21741915,-1.6573535,-4.9744554,0.7089258
21741925,-0.7197034,-8.272397,2.318379
21741935,-0.91010743,-12.353511,2.078877
21741945,-1.2202624,-5.9001307,6.9263964
21741955,0.64545774,2.8883936,9.333391
21741965,2.4405248,-0.062270507,2.9183314
21741975,1.1711645,-3.1350806,1.1915222
21741985,-2.4213648,-5.464237,2.1782703
21741995,-2.6141639,-5.7612195,1.1508069
21742005,-0.0047900393,-3.3793726,2.4141798
21742015,0.21195923,-5.210365,0.7831714
21742025,-0.6514453,-8.414901,-0.23950195
21742035,-1.0813513,-9.872271,-1.1903247
21742045,-1.6286132,-10.921289,-1.1292517
21742055,-1.9734961,-12.060121,1.4394068
21742065,-1.353186,-12.638518,1.9387683
21742075,-0.7161108,-13.492343,-0.8681946
21742085,-1.4489868,-12.831317,-4.2787023
21742095,-2.4441175,-11.396701,-3.5829492
21742105,-2.6596692,-10.782378,-0.69096315
21742115,-1.7902771,-11.880494,0.48139894
21742125,-0.49457154,-10.783575,0.4514612
21742135,-1.0550061,-10.310559,-2.0920496
21742145,-1.4537768,-6.5527735,-5.5923705
21742155,-2.4189696,-2.5387206,-3.8044884
21742165,-2.4141798,-0.33410522,-5.1864147
21742175,-1.7016613,-6.0546093,-8.913065
21742185,-0.8969348,-11.596684,-8.307125
21742195,-0.3556604,-16.270565,-6.4162574
21742220,3.0847852,-12.893588,-13.964161
21742240,-1.3304334,-4.721781,-12.037368
21742249,-5.277426,-10.764416,-9.948911
21742260,-0.52570677,-11.340418,-7.212601
21742270,-0.0119750975,-13.285173,-5.1852174
21742280,2.1567152,-6.859336,-5.612728
21742290,0.73048097,-2.4956102,-7.676038
21742300,-2.3578968,-3.8152661,-8.5574045
21742310,-1.893263,-7.98739,-5.478607
21742320,-0.8849597,-12.119996,-2.9015663
21742330,-0.1101709,-11.100916,0.083825685
21742340,0.7592212,-11.25779,-5.5241127
21742350,0.9136999,-9.451944,-5.1852174
21742360,0.8813672,-10.223141,-6.9120264
21742370,-0.39517823,-12.399016,-6.8509536
21742380,-0.19399658,-13.47917,-7.247329
21742390,0.25147706,-13.003758,-7.252119
21742400,0.07783814,-10.347682,-6.004314
21742411,-0.94842774,-6.7994604,-3.018922
21742421,-2.933899,-4.8666797,0.43469605
21742430,-3.441643,-5.981561,0.008382568
21742441,-2.579436,-8.355025,-0.9029224
21742451,-1.2825329,-7.5670643,1.1460168
21742461,-0.0011975098,-8.915461,-1.4358143
21742471,0.5628296,-9.868678,-3.4452355
21742481,0.23830444,-9.746532,-5.518125
21742491,-0.4790039,-9.475895,-7.63652
21742501,-1.3939013,-7.5299416,-8.211325
21742511,-1.0813513,-7.691605,-9.595646
21742521,-0.46104127,-8.446036,-9.565708
21742531,0.1101709,-8.334668,-7.787406
21742541,1.1891272,-9.193282,-7.39582
21742551,1.5843054,-9.212442,-7.4856334
21742561,1.5244299,-8.483159,-7.169491
21742571,1.4873071,-5.116959,-7.435338
21742581,1.905238,-7.2509217,-10.803933
21742591,-0.76760375,-10.581196,-9.984837
21742601,-2.0776794,-9.51182,-6.0079064
21742611,-0.81670165,-7.715555,-4.0392003
21742621,0.23950195,-7.7610607,-4.6499305
21742631,-1.0849439,-6.436615,-4.455934
21742641,-1.2981006,-6.5683413,-5.0307384
21742651,-1.9232007,-8.562195,-6.0498195
21742661,-2.0058289,-11.1955185,-5.647456
21742671,-2.2094054,-10.318942,-2.5267456
21742681,-1.165177,-9.902208,-0.92567503
21742691,-0.7137158,-10.181228,-0.38320312
21742701,-1.7363892,-11.200309,-1.3915063
21742711,-2.9159362,-10.139316,-0.40595582
21742721,-3.2859669,-8.623268,-1.7663269
21742731,-2.4920177,-10.253078,-3.6799476
21742741,-8.127499,-7.984995,7.486831
21742751,-3.739823,-11.8074465,3.6536024
21742761,-4.8547044,-11.067386,4.92416
21742771,-2.003434,-6.8629284,2.222578
21742781,-2.880011,-4.57329,-0.24668701
21742791,-6.891669,-1.0202783,5.4019666
21742801,-5.4726195,-0.8634045,3.3003368
