mean_x,std_x,median_x,rms_X,mean_y,std_y,median_y,rms_Y,mean_z,std_z,median_z,rms_Z,Activity
-0.7253442744455262,2.905793771698523,-0.92028625,2.991244166158448,-8.440414374368407,4.041687888410288,-9.177715,9.355899118849296,-2.0971610315913156,5.089923874604235,-2.25071955,5.498839174817632,hand_wash
-1.4464590851502583,2.0585656437387536,-1.3651611,2.513765006257341,-9.28150312185566,2.508577162068008,-9.2471705,9.613690270213437,-2.4346638868677832,3.8188339385570904,-2.41298205,4.524764587360319,hand_wash
-1.9663262715318064,2.0866363503863226,-1.84656,2.8652070176573994,-6.432285054076337,4.89260726339883,-7.838899,8.077808298805332,1.3698049272849875,6.081204609542266,0.2586621,6.226019248229883,hand_wash
-1.8298457470546434,2.304074025456825,-1.6477734,2.939899826344417,-8.59866644555172,3.6644703354256984,-9.055569,9.345040852481544,-1.6387778263315667,5.075796040279314,-2.2932312,5.3273782919335035,hand_wash
-1.9721000346069946,2.3836389657062305,-1.97888485,3.0913093901020336,-7.3914987285518094,4.657905137622721,-8.347242000000001,8.733505954851864,-0.28650577891709844,6.2569403546843265,-1.2957056,6.255394879597464,hand_wash
-2.03573491729365,2.658808297486769,-2.0315753,3.345859600477428,-6.9220024424656055,5.083788910537589,-7.432344499999999,8.584326107706723,1.6719295573730164,6.5012380828938525,1.0514136,6.704448522055247,hand_wash
-1.6281821789890643,1.5206327175258156,-1.7208215,2.22646241212899,-8.539180285413343,3.377148800777755,-9.115444,9.181084918388429,-0.8753125740386665,4.35001658062642,-1.3388159,4.431518472185771,hand_wash
-1.7371895678790135,1.8316175388755414,-1.72920415,2.5226888735364086,-8.521650116373062,3.4873015317840164,-8.708291,9.2058832706874,-1.292956868462435,4.702889028856657,-1.85793645,4.871509450463801,hand_wash
-1.7797765967172876,3.2081356039605446,-1.71543265,3.665019248335721,-8.333839914601059,3.433406254359756,-8.60111375,9.01164881834248,-1.7596800807340423,5.632257767283231,-1.5861016499999998,5.893592592910995,hand_wash
-1.535105141798965,3.641917007733259,-1.1011102,3.9478786372567662,-8.221459878756475,4.25125568629822,-8.326884,9.253040351777715,-0.7002205563005182,6.677849886195586,-0.36404296999999997,6.705852687314222,hand_wash
-1.7241974967739362,3.0053391802144698,-1.66872985,3.4613435469916265,-8.732738062127659,3.894190366910068,-8.9346205,9.55955548009569,-2.3703113365771276,5.254181338127856,-3.07640255,5.757723163922544,hand_wash
-1.9236691393119196,3.2091940895306013,-1.62442195,3.7380139786461766,-7.779923118711655,4.025991432326556,-8.059839499999999,8.757500758569897,-0.356615928505183,6.892528944913041,-1.4968872,6.892826355226857,hand_wash
-2.257636797349213,3.4671048164649183,-2.2806573,4.133534322016447,-7.744220020106313,5.420333212723443,-8.174202,9.448578730970882,0.12408723719999998,6.55342602419683,-0.180225225,6.54597363596142,hand_wash
-2.2528738773608254,4.243014667680385,-2.23634945,4.799188915412849,-7.949875357758758,6.4195126648009015,-8.3256865,10.212954976354972,0.7455331748608242,6.526661152393408,0.8442443900000001,6.560742232580512,hand_wash
-1.9711425950320012,4.678813694931232,-1.6621436,5.071323686006167,-8.144426753893347,4.262225701687704,-8.205337,9.189657822819546,-2.6695430691813358,7.886709843106725,-2.6441016,8.31629636127198,hand_wash
-2.3466326646874993,4.790379364827166,-1.9573297,5.328663959829582,-7.972486736335939,4.376598271939635,-7.990383850000001,9.092044621084082,-2.211560429096356,8.225531981229167,-1.99085995,8.507301547090444,hand_wash
-1.7851853120071632,3.9383588571390327,-1.5519726,4.319307204144606,-8.331135754641917,4.976316611721953,-8.632848,9.70081768222683,-1.7934852885464183,8.22400384938433,-0.5712122,8.406629980534985,hand_wash
-1.484985997101287,4.080656111065039,-0.6753955,4.337525924077426,-7.867155816539843,5.1187424550435505,-7.7119627,9.382233681758779,0.38872580534190226,8.481123296417556,1.2645704,8.479130350623226,hand_wash
-1.7434373554701301,3.751590402749579,-1.8705102,4.132486829983114,-8.283143933010392,4.195067727688812,-8.746612,9.282421883488759,-2.7771806703558446,8.400122506754645,-3.7458105,8.836940224490778,hand_wash
-1.68107955925641,3.6524758884788593,-1.6441808999999998,4.016516150196251,-8.942797176974366,3.504755699131162,-9.06934,9.60340763406348,-3.4647304500692306,7.500914212608138,-4.2487645,8.253714629374251,hand_wash
-2.458671060984415,3.4299607540912223,-2.1459374,4.216531356244941,-6.886433854103902,5.366460566573492,-7.1730833,8.726228733217976,1.6319756426493512,7.957424380720118,2.818938,8.112920446729591,hand_wash
-1.8996197009825748,3.801595707665521,-2.0261865,4.24522546824876,-8.02589665347185,4.464074410071883,-7.862849,9.180934117165938,-2.4804536545997307,7.649751729108884,-2.186653,8.032089718770587,hand_wash
-2.0599475752447893,4.122308863414221,-1.9896625000000001,4.603537840968675,-8.539819460739581,4.072089864342496,-8.017328,9.458712925802681,-3.1636274378950513,7.507200249817158,-2.6782306499999997,8.137556659519447,hand_wash
-2.1031582343676996,3.7713948670399478,-1.6813037,4.313924058281955,-8.342530673524548,5.029151235814529,-8.2233,9.737803923392057,-0.42164718169509063,7.5072902756792015,1.0705737,7.509431542118961,hand_wash
-1.9114359967255798,3.7694490122896136,-1.5471826,4.222039592455022,-8.195116288602078,5.321220476399213,-8.175399,9.767402518917603,0.45300218532299735,7.809440274891997,1.9782861,7.812488612228063,hand_wash
-1.4888679982854889,3.5449601802384505,-1.3615686,3.8406136180817736,-8.497311283878624,4.712045861025464,-8.170609,9.713346032417414,-3.2577700042005255,7.625007649063237,-2.1459374,8.282535927948311,hand_wash
-1.586945529021243,3.41458841449811,-1.4412029999999998,3.761330139279083,-8.58955141028497,3.9001937428145252,-8.096363499999999,9.431463120917826,-3.7826417153057017,6.949025764665644,-3.27578795,7.903938037086568,hand_wash
-1.4176942497104557,3.426666490607361,-1.5256275,3.704108558726767,-8.524250122922243,3.513672249719732,-8.545429,9.21822292682301,-3.2533611448954436,6.619093243681296,-3.432063,7.367448310144649,hand_wash
-1.6121271516761788,3.285647275300856,-1.6118481500000001,3.6559775104894454,-8.718027821204181,3.1736321388599187,-8.543034500000001,9.276291484560089,-3.6630036826570715,5.966737022056139,-3.6691699,6.994737153441706,hand_wash
-2.2059148539749995,3.1828955606478404,-2.03097665,3.869208461876756,-7.638007412139174,3.6270169258714375,-7.78201725,8.453431476054952,-0.6882131888118569,7.265530377050784,-0.61372375,7.28872538122029,hand_wash
-1.2768408134305036,3.2747501150563183,-1.0753638,3.510821155592086,-8.757970204615392,4.599725184386634,-8.552615,9.889559811338012,-2.7930978287453567,6.195585330086291,-2.945874,6.788582720340261,hand_wash
-1.4352372778020834,3.257499270917337,-1.3088782,3.5557803568223103,-8.902721078307293,4.208353147375678,-8.605903999999999,9.844925515429711,-3.1601846207630175,5.92030248083587,-3.15663575,6.704138446400193,hand_wash
-1.363445870917507,2.847314928335706,-1.2573853,3.153519054747849,-8.534337655562343,3.938606268164104,-8.532257,9.397148026043673,-3.1358079684429727,5.71096952678012,-3.4452355,6.508606007103701,hand_wash
