@Relation wada

@ATTRIBUTE mean_x numeric
@ATTRIBUTE std_x numeric
@ATTRIBUTE median_x numeric
@ATTRIBUTE rms_X numeric
@ATTRIBUTE mean_y numeric
@ATTRIBUTE std_y numeric
@ATTRIBUTE median_y numeric
@ATTRIBUTE rms_Y numeric
@ATTRIBUTE mean_z numeric
@ATTRIBUTE std_z numeric
@ATTRIBUTE median_z numeric
@ATTRIBUTE rms_Z numeric
@ATTRBUTE label {hand_wash,no_hand_wash}

@DATA
-0.5207798985260714,3.340954481015488,-0.60713745,3.375399879112286,-8.075291624499991,4.626337528361925,-8.672964499999999,9.302520866150749,-1.8917874325167856,5.897740648450091,-1.6226258,6.183686458330191,hand_wash
-1.4621471256825345,2.268242026265392,-1.27415045,2.695399137668762,-9.334900284863,2.6237271372802984,-9.3274035,9.695397478610166,-2.683803925358561,3.911403749670638,-2.5680597,4.738089139678564,hand_wash
-1.4767911115187722,1.249618390170578,-1.4322217,1.9331654350230305,-9.261667210238905,1.9629144669485972,-9.342971,9.466697546335585,-2.069615662832765,2.774420689253797,-2.374662,3.45752051741737,hand_wash
-1.716599599938567,2.0668578271672198,-1.5519726,2.684033456644978,-8.524115638075093,3.312587711107401,-8.671168,9.143103052742193,-0.9361461026518774,5.035504866501546,-1.9423609,5.113329490794377,hand_wash
-1.7955418717949998,2.350235256790146,-1.74716675,2.9542933524265824,-8.317402425117855,3.7944831162913424,-9.0394025,9.139248515490287,-1.1559561834892862,5.306625803920936,-1.95613225,5.421802255857304,hand_wash
-1.7944124471913494,2.482593777543457,-1.4741346,3.0597159500042266,-9.292547318823528,2.8214455943868484,-9.168135,9.710017803321026,-2.7969270249723186,4.44932861191442,-2.8644433,5.248888053005194,hand_wash
-1.7341922804676244,2.359927873799154,-1.6819025,2.925175059268012,-8.456727800510793,4.047775123863542,-8.8561835,9.372395187702082,-0.5745505450107911,5.429639331374914,-1.54119505,5.450233471621175,hand_wash
-2.0475676599723167,2.8232247257522047,-2.0213964,3.4836118111666035,-6.685622434636674,5.349306808993458,-6.964717,8.55649557623143,2.047592530242214,6.793419983905879,1.8501526,7.084031320204367,hand_wash
-1.4901854323092838,1.4735325885531316,-1.5765216,2.093847242624588,-8.411124672607148,3.6378669901305223,-9.2172325,9.161540805892288,-0.6556023771946423,4.588231717682757,-1.414259,4.626715846156884,hand_wash
-1.591987010771079,1.6343835514988354,-1.5328125,2.279544885580036,-9.140124707665514,2.375205735541594,-9.248368,9.442659837514231,-1.9698743509912893,3.7092647267694088,-1.900448,4.194175752514793,hand_wash
-2.4643366135860547,2.0631240089677663,-2.4489075,3.211690800187675,-5.539818687731295,5.205866889776391,-6.539002,7.595950284498846,2.539730861183673,6.637689176248715,2.49920285,7.096427987642154,hand_wash
-2.7683902606020085,1.8516771377033676,-2.7758276,3.328847489103369,-2.128107022117056,5.113763807642605,-0.040715333,5.53099987734789,5.899537867685618,5.892018930499167,8.170609,8.330925967974594,hand_wash
-1.625259402259787,1.820132328159264,-1.729204,2.4377366966270144,-8.10330141704626,3.6577712165792953,-8.33347,8.887922760448385,-0.8787122102704629,5.141516053845529,-1.3136683,5.207038225389925,hand_wash
-1.735412796640071,3.556982913339488,-1.3112732,3.952176736024824,-8.867956219163757,2.7058504361804143,-8.844807,9.270208368422235,-2.8421621528048773,5.185438359221585,-2.5315356,5.905333824826612,hand_wash
-1.5269016638693949,3.198235213817583,-1.5711328,3.538889101995994,-8.43038779074733,3.9991832931668663,-8.777746,9.327807301934028,-2.2212868580177925,5.530726912634754,-3.1410682,5.950982948166992,hand_wash
-1.8042758697341463,3.2579242383694678,-1.6310083,3.719206761335753,-9.20050091191637,3.175061385911089,-9.109457,9.73114106091134,-3.130945611682927,4.758235226927446,-3.6404297,5.689001237879011,hand_wash
-1.936466053777113,2.932585500882241,-1.8950592,3.5099396866663706,-8.124171883416901,4.777316165828592,-8.250842,9.420432938283705,-1.5076732011056335,6.448687752824075,-2.1477338,6.611522074245023,hand_wash
-2.30288534819244,3.8328577583111634,-2.2417383,4.46582530764414,-7.95057596838625,5.110389660789077,-8.34784,9.446586406012475,-0.1087881934845369,6.665946575604988,-0.3221301,6.655372383443724,hand_wash
