mean_x,std_x,mean_y,std_y,mean_z,std_z,Activity
-0.07748881863515422,0.23700130475848669,-7.394677378176983,1.9304193758203712,-1.6090621140748058,1.5636414639015817,hand_wash
-1.552424328342301,0.5250273772771666,-9.275450697064048,0.22928355260442312,-2.707756199141582,0.6736995821858339,hand_wash
-1.3092232874205303,1.2152909114896249,-9.405252593710298,1.4929719231486032,-2.41798469535718,2.4237528062194342,hand_wash
-1.3495084476845014,0.40512444653737534,-9.27926709202967,0.8614066971717206,-2.1827149895517675,1.7920279866081572,hand_wash
-1.5495548767242804,0.3087669910410552,-9.163054532855458,0.2719618234297258,-1.8188052090399485,0.11461561146999473,hand_wash
-1.881682781458971,0.8777210840056385,-8.289132658785382,1.4039864778537339,-0.4925697577053527,2.67944380729797,hand_wash
-1.8595880864788832,1.0568555049968453,-7.848839589013259,1.778677314124214,-0.3341301735071025,0.20932826818490113,hand_wash
-1.7278596979978507,0.686794110909615,-9.216181647118795,0.2513231927417365,-2.6657310673380987,0.29248838088109164,hand_wash
-1.7960836032470664,0.042321866150942467,-9.279538565516562,0.1808853074402125,-2.755969184550888,0.2821073398626752,hand_wash
-1.757994747194437,0.09144020080656416,-8.31310288742165,0.585795905643567,-0.9669513144554425,0.9728111103580315,hand_wash
-1.6118481303421053,0.49265169226051353,-8.734611012105265,1.1773150198939157,-1.0190493066315789,1.6966507239803341,hand_wash
-1.5539440909208415,0.2886873738144102,-7.976663641865331,1.6862992125610716,0.8071988950159587,0.8747149693823298,hand_wash
-1.3591867241895152,0.18512599007879782,-9.268480138303355,0.4439442736131961,-2.167320947619352,0.5271860198961096,hand_wash
-1.7061014747230256,0.09667696591139337,-9.02194605957995,0.27951428590337885,-2.4187151992975435,0.30945193676429017,hand_wash
-2.099671163211675,0.47308369891958973,-7.762943884095208,1.9724046927551449,-0.392186111186224,2.031179512629741,hand_wash
-2.6558166026262624,0.12825196949386733,-3.953427297944444,0.7197961817287826,4.51649277039394,0.9592306627429835,hand_wash
-1.6451584877999532,0.36530940815772195,-7.705982149358855,1.6221945569411584,-0.7473295346195998,1.14727619315499,hand_wash
-1.5007018259622171,0.4755472873418238,-8.765533453981135,0.3932066828441669,-2.05859269384898,0.3605429277750652,hand_wash
-1.8906577903522281,2.869022310111797,-8.957445403460245,0.2641936908262358,-2.5563952850380742,1.1914797697128172,hand_wash
-1.4759092913192462,0.9181167180743728,-7.97190466379474,2.090192991980003,-1.7968799735148262,1.0568467477724754,hand_wash
-1.613612895909959,0.39306036524201204,-9.007780415443076,0.7975775207872369,-3.408980981909519,0.6153463360824772,hand_wash
-2.0194760504168983,1.1070380081952813,-9.414460704027995,0.052962437851855414,-2.810163917469205,0.7357983261178662,hand_wash
