mean_x,std_x,mean_y,std_y,mean_z,std_z,Activity
-0.4839725874175944,0.5515164178858021,-8.041075777891185,1.6776378883303202,-1.8157896278368122,1.623221150590925,hand_wash
-1.4754517021810625,1.2624438591683984,-9.342511334743035,1.322585855381574,-2.6740790445455667,2.3038127883381674,hand_wash
-1.3319856734504925,0.8751052351316997,-9.297468920459643,1.0598523947395633,-2.1982248781547864,1.7781093159267392,hand_wash
-1.4735387344357154,0.5063279097536694,-9.267580558603974,0.8367614026363439,-2.0814450511444775,1.4187098974592114,hand_wash
-1.7136253361427862,0.8705334204368776,-8.553388963843032,1.271998948109401,-0.914614919720235,2.142498504781607,hand_wash
-1.7986524600337948,0.7584139469129089,-8.257966233810258,1.3613310823227474,-1.0534090759905508,0.3564583781647605,hand_wash
-1.7903684651154057,0.544310501276281,-9.305073633955486,0.30696744088321487,-2.783811207606842,0.40632263307700295,hand_wash
-1.752355949034888,0.44430857886435,-8.363473035123205,0.8324907129932633,-0.5149081936369617,1.2040112017568472,hand_wash
-1.494201568321798,0.3376937151751143,-8.375088138906783,1.5894054300005747,-0.5637039579962339,0.6228503693949902,hand_wash
-1.585286624900457,0.13094693303860916,-9.136305087592307,0.31741244197220475,-1.9555208766043908,0.3746526087361133,hand_wash
-1.858019616515687,0.3534763785484481,-8.232608300393368,1.7358617067102478,-1.3632939621310223,1.5476645372075402,hand_wash
-2.4497065438582886,0.34600851409622446,-5.592936527353033,1.4115611802928856,2.500354935404471,1.4369977979160442,hand_wash
-1.6315241342744369,0.3520173178475366,-8.067419752054839,1.1967369344290997,-0.793325158824414,0.8296953450924383,hand_wash
-1.726154601801829,2.1745617890386653,-8.885220919145317,0.28346319797292946,-2.781553183513355,1.148678907545691,hand_wash
-1.563653157383044,0.9515986728563506,-8.414841224302876,1.4917429852082795,-2.209769025392863,0.7506660986816587,hand_wash
-1.8423456677143586,0.7936820683687446,-9.181255964540998,0.630710325274393,-3.1342475565361703,0.5581394604551412,hand_wash
-1.9638082730516337,0.6284335230401317,-8.093937248399124,1.8396867777775383,-1.4633441192276877,0.5786713656016438,hand_wash
-2.2998845842440807,0.9239946849006078,-7.891568527776855,2.1300604876708618,-0.08024716993344623,1.3644655279584625,hand_wash
-2.538486954698991,1.0612981006407638,-7.778300725431042,2.525984439935102,2.495909165562123,1.3620459594458392,hand_wash
-2.2718803139601946,0.6685366383909783,-7.985024911735468,2.3608673956287594,1.7157346136256446,3.147620028517827,hand_wash
-1.8150117745505139,2.2155672638811064,-8.21215245465289,1.3189210339027508,-2.32288345048219,1.762605111630459,hand_wash
-2.1553891330656647,1.5672178398082066,-8.613727064084706,0.4460731428439753,-3.5746858544117024,1.2129782742804334,hand_wash
