mean_x,std_x,mean_y,std_y,mean_z,std_z,Activity
1.1438613206,4.034328014200148,-5.860073923799999,5.869790018961108,-1.6238711449999987,8.433467524762841,hand_wash
-1.4533337856999997,2.617238235651711,-9.6838902008,3.5361578125488684,-2.2924528120469994,3.482913520760002,hand_wash
-1.406559052633,2.0243478408920903,-8.981754348999997,2.338668993313248,-1.9317868160000007,3.8487171291385245,hand_wash
-1.4011103670599996,0.99639253955491,-9.33227741,1.3010621024651101,-1.6213803118,2.564706723549886,hand_wash
-1.5262381688900002,1.5210705257236028,-9.325092370999998,2.191824571901032,-2.330413878399999,2.7382187648568186,hand_wash
-1.4604589692300005,1.2754291839233085,-8.966545959,2.3783341521273558,-2.6617887919000003,3.0723356974407534,hand_wash
-2.0890078901,2.9614764431526597,-5.750849037660001,5.26709284106376,3.3761752183300007,7.1663644985047235,hand_wash
-1.9132613547130006,1.50633112887917,-6.556749139330001,4.772248717213458,1.8036293430399997,4.961985767859035,hand_wash
-1.6711009434980009,3.180730746696973,-9.280030066999997,2.453245174656719,-2.6697282802099993,5.656129816877454,hand_wash
-1.552403755615,2.004871208806557,-9.417192838999997,3.11228451834611,-3.369684732400001,3.4672873725479856,hand_wash
-2.0228215224699997,2.086460673058995,-8.842903103399998,3.078517122045478,-1.1959051010499993,4.63044061053899,hand_wash
-1.8458176087499987,2.0377775930434634,-8.061815340419999,4.01704499429471,0.21483326496999974,5.161338302715536,hand_wash
-1.6328644153699998,2.1528450736902354,-9.032840106000002,3.2322955487713414,-2.2242307001999997,3.933394136121218,hand_wash
-1.8978853215500007,2.8723341146525954,-7.288068382999999,4.865716416489969,2.0757873640999995,6.7593762446569565,hand_wash
-2.8696645076999987,3.0023648149177746,-1.4526152912999992,5.274823764539054,8.093633232999998,4.880318445812006,hand_wash
-1.7084871786959992,1.0237859413777315,-6.962237978299999,4.867457581224759,2.202028856730002,4.37687269127365,hand_wash
-1.3920212902400004,1.6701588425884324,-9.467560067,2.7333378125708814,-0.6701503907749998,3.4942035876599378,hand_wash
-1.7077087975299998,1.8160613048445922,-8.880025860999996,1.9312479194412457,-3.6853482896000003,3.4427850119523753,hand_wash
-1.9086509437429993,1.2883808160372943,-8.727008132000003,2.2009907383490734,-2.499490278,3.669403992880898,hand_wash
-2.2997216942000005,2.684292209038133,-5.586359137500001,5.926344551490503,3.824750422080001,6.863871994974507,hand_wash
-3.245203578999999,1.598432558385862,0.05211562897,3.1721183624591087,8.386627901299999,3.488842107726824,hand_wash
-2.8217281835,0.4637725171178523,1.2259625996999999,0.5946031077775542,8.618202306000002,0.5370743635831066,hand_wash
-1.7032181362999999,1.7024294214848028,-6.8143215369000005,4.603280894331182,1.0103868759899992,5.724164713776705,hand_wash
-1.5305252557599993,2.1148042496848287,-8.948942623999997,2.42141797536736,-3.36217630255,4.281675656311527,hand_wash
-1.5418297448899991,2.4003041934918428,-8.609592248999999,2.976377012044104,-0.7264812606,4.455830753355403,hand_wash
-1.8548827671940002,5.201148937109313,-9.203066142999996,2.8009344203619406,-3.1285301763700004,6.366901020232011,hand_wash
-1.7819903218,4.312983543284301,-5.425222206000001,6.502866396066089,7.147792078599996,6.920473701308343,hand_wash
-1.3363490543929997,2.008943695772355,-7.350841896400002,5.100104884808076,-0.33636850572999977,5.860705101957596,hand_wash
-1.7119240394400006,4.08575964292547,-8.949529383999998,2.621829406846934,-3.662954838599999,5.241545442381741,hand_wash
-1.6860219043400009,2.962402293539015,-9.235255129599999,3.627056196447043,-2.7289930539400005,4.602755410180657,hand_wash
-1.8031024325639995,2.3630791624415783,-8.076520816099997,4.126138531964392,-1.0215476752599997,5.441741196650128,hand_wash
-2.7878266585999993,2.7435925310948934,-2.807118550937001,3.676221928860773,8.378209429499998,5.207829884182365,hand_wash
-1.9314156106870002,2.0934801398696097,-7.024592288400002,6.1645552309184755,0.35207986939999963,6.213037756343784,hand_wash
-1.3760824212199991,3.0240252453018184,-8.471603212000003,2.9532996140423826,-4.567900964999999,5.407420093381135,hand_wash
-2.4153532377200007,3.434527040118879,-8.674149963604004,4.410014752422632,0.5188330836599998,6.508264353717331,hand_wash
-3.437164382899999,4.5523344722564465,-6.752949197500004,7.178677910655416,5.2720008103,3.441637948987843,hand_wash
-1.6667659008199995,5.406798212548548,-8.624980254999999,9.10942375721658,1.4981925208500002,5.811989491866459,hand_wash
-1.4616804142000002,5.813106430874799,-9.313009480669997,4.724355211707453,-2.601506109640001,9.845634772505669,hand_wash
-2.656268251229999,3.5525177541588233,-4.688729718799998,5.464229228385745,7.007539716740001,5.566170728644078,hand_wash
-1.76053095742,3.8317787698566153,-6.993648612100002,5.682726759253849,-0.1989542622000004,6.740070621379887,hand_wash
-1.5888559871600003,5.375625118843791,-9.039258725000002,3.8534090496963507,-3.5140924368800004,8.645526061279911,hand_wash
-2.44980561184,5.456832779588423,-8.653624697999998,3.1010562678157014,-2.828254638250001,8.35042151229294,hand_wash
-2.215021827749999,3.3008289679437497,-7.953404767000002,3.487183496972586,-4.956181574299998,6.410521415366923,hand_wash
-2.49362249517,3.33107029909524,-6.639209702830001,6.610920163987204,3.4394995062000016,6.838052169920064,hand_wash
-1.92667346882,4.425898708703697,-8.37507197083,4.728815957536305,-0.15817907339999868,9.150256343325218,hand_wash
-3.062236053,2.516719371631715,-2.171791724940001,4.968216076036776,7.7189803186000026,4.791004409406076,hand_wash
-1.613357027213,3.681262644394693,-6.692570696099999,4.989573912945251,-0.7200027337,8.503349538383077,hand_wash
-2.154212326,4.098156229736493,-8.865667688899999,4.686889992722847,-4.561793687899999,8.272344357887492,hand_wash
-1.9074055092140003,4.091333047433317,-9.086320840000003,4.988473066480183,-2.5356910626500007,7.546270974614684,hand_wash
-1.0311277713900002,3.8733977732708627,-7.9438127777000025,5.171288418413999,2.5599286078300008,6.992294599081619,hand_wash
-1.1960248521199996,3.736909720773582,-3.71863902287,4.9696655626135176,7.841317841000001,4.407292503119392,hand_wash
-1.7170254352,3.0667933897664823,-6.6390061190899985,5.220947015308407,0.30656249910000094,8.476774419164723,hand_wash
-1.8969512492999998,3.550448422535709,-8.617914908000003,3.3134362115604907,-4.952828554400001,6.723316288807579,hand_wash
-1.6902371340599995,3.80347470902087,-9.064729777999997,4.304830092472636,-2.3822780445199996,8.64085167402911,hand_wash
-1.8748212837999996,4.4302774252084625,-8.971874913000004,2.95074771769177,-4.234047248649999,8.702489081081989,hand_wash
-2.277819264740001,2.4501268063745716,-9.139035191199998,3.4242299376617162,-1.7514059350999995,3.9175191286232676,hand_wash
-1.4659076097300001,4.223421653335092,-9.051940393,3.786266760758619,-4.369976560999999,9.566568310263486,hand_wash
-3.2114816925400005,3.865943733197515,-4.566260409,7.190024214367754,6.561132001500003,2.7663255451925206,hand_wash
-2.8543243999799994,2.0539548245928128,-2.57877741458,3.5185155988729915,8.434660085400003,3.9845771482990227,hand_wash
-1.694093115925,3.717888062523731,-7.19127370505,5.451716036978864,-1.6283258538000005,8.80920271595543,hand_wash
-1.7359939919999992,3.8424715791497452,-8.346607128399999,4.144385002653218,-3.8135776052499994,7.406154527207036,hand_wash
-2.1307770278400002,4.548939142949154,-8.708997501,4.299062704634863,-2.5298830826070002,8.24338272084191,hand_wash
-1.6449353557249993,2.459476095785119,-8.267260147000002,3.8185865586484495,-2.8495104160000007,4.95976837369306,hand_wash
-2.6125352067,4.6633569527485506,-8.523587084840006,3.700124252387289,-3.05266787726,7.674009033860526,hand_wash
-2.2733285795800002,4.187369202972158,-8.511731763600004,4.0779664914738625,-2.8441096185999992,7.5787352175650335,hand_wash
-1.858726738700001,2.783254555410528,-7.124536443299999,4.889243655486137,4.731672478199999,3.7591257576127544,hand_wash
-1.9227695886979996,4.423615550761172,-9.192647738559998,6.990725165153154,-0.8846603373000002,9.676604070832571,hand_wash
-1.560666582050001,3.6749613744183764,-6.835086363929999,5.163913994570437,4.7987329907,6.932234591995984,hand_wash
-1.5935861123799997,4.5337270613203,-8.088579697199998,5.743497359913191,-3.3226824269399997,9.289363615577292,hand_wash
-1.4889357329719999,2.5028662065464227,-8.819120554,3.4392060789906895,-3.6269217652999997,5.310103991445872,hand_wash
-1.3540482640500004,4.116173603328081,-8.199564947999999,4.9912191695882715,-2.7953589899800004,9.516142054664003,hand_wash
-1.5389916515000008,2.6096210903540227,-8.9305727687,3.906787915844328,-2.6852599574999987,4.407456082320982,hand_wash
-1.9180992939400001,4.243052424302687,-8.365336143000002,3.1507023234075007,-5.474823057799999,7.314751309603785,hand_wash
-2.7370761922000004,3.045169069581288,-5.2506252679,5.490564184307069,4.905155647300001,7.406553203017736,hand_wash
-1.03895946533,3.4962961521245397,-8.095525252499998,4.867486449617792,-0.7224696570000009,7.3151674954194625,hand_wash
-1.3862492820999994,2.86147201067311,-8.792463951999997,2.971308132947554,-3.0590147559599994,4.852528717462717,hand_wash
-1.5686539802500008,3.557573917521923,-8.604538727000001,2.836879023152822,-4.723086281900001,6.309469826190607,hand_wash
-1.7383530804529996,4.013221934962928,-8.821503627,2.763534644292766,-3.94769867985,7.112959822982741,hand_wash
-2.2046035181999994,2.2327231215832177,-8.589905200000004,2.4690617509846398,-2.2384331626400003,4.520772476718348,hand_wash
-1.7806491423999995,2.165509593494008,-8.156502469000005,2.495062584504194,-5.065693830499999,5.559102801311536,hand_wash
-2.31706165916,4.521036047464222,-8.142180248,4.181165820858921,0.14728169690000084,8.241162028965624,hand_wash
-1.2886043387929995,2.7777095059323145,-8.407668181100002,6.3762299585669675,-0.45785585963999986,5.888162369258373,hand_wash
-1.1494417084199997,3.001142443500928,-9.055029964600003,3.9234267480469556,-3.5799793979299976,5.335208752705019,hand_wash
-1.70770879846,2.4108447120561585,-8.742443990700002,3.2196728818628633,-3.1093820190000003,5.381809956660675,hand_wash
-1.1892948459600001,4.366731346359433,-8.954403237999998,4.164096634585297,-3.5819672873000004,7.051141185458298,hand_wash
-2.1565474314200004,2.500148461986845,-7.933142957000001,4.999022194394618,0.17063315950000024,7.141520537649192,hand_wash
-1.336169423518,2.561056213020055,-8.40675811347,6.131149236957555,-0.9658395186999997,5.696343237560744,hand_wash
-1.0488509020080001,1.8298899108130566,-8.339266438999996,2.7597905169531307,-3.9148749750699996,4.6079294026418935,hand_wash
-1.5042040073130003,4.336228592509933,-8.518737186,2.8589366503973084,-4.725457374199998,7.1113393149915165,hand_wash
-2.0295395399200005,2.0166825201934064,-8.851620943,2.712276935972673,-2.3132655409199994,4.0312459269769425,hand_wash
-1.8578645749999998,4.005660738838057,-8.844292192700006,3.239453470497009,-3.124458616899999,7.087892814670999,hand_wash
-2.03040174856,3.413033745434702,-8.665012997999998,3.131408845221773,0.8805049942999997,6.784098717891497,hand_wash
-3.3605836297000007,2.0240322047162014,-3.4642041608499996,3.0933085221137238,7.539964615000002,5.019026534950876,hand_wash
-1.1733799453899998,2.124030338551112,-8.738420389699998,6.390339212379389,-0.1675795161529998,4.5438914725481,hand_wash
-1.6200031720100003,2.079523437434979,-8.629387060599996,3.2960766675328808,-1.6544075933800002,5.9487056154924405,hand_wash
-1.6968354104729988,2.1774503034706676,-8.766394175200002,3.561626308099447,-3.0577932538000003,4.270944350831483,hand_wash
-1.441682009796,2.2332194768607443,-8.549896396,2.511122315338859,-3.0117130973000004,4.336851129334081,hand_wash
-1.9932071018960003,3.6468431523197617,-8.2915576217,3.567751865919684,-0.20464242940000033,7.950170756944205,hand_wash
-2.885375829349999,1.3064958899815844,-2.1609063591999997,4.003738606386112,7.971978151999997,3.3607644758558872,hand_wash
-1.6112853029999998,2.4444049014549996,-7.867651135540001,5.238574618642135,-0.0751198141999994,5.827850711243274,hand_wash
-1.350551511187,2.32188443532933,-8.093166166000001,2.946278169032659,-4.869469890400001,4.479329158907942,hand_wash
-1.38224959164,2.2607789777961336,-9.073770978100002,3.837690858502313,-1.258906085200001,4.260679945035528,hand_wash
-1.3629218036599997,4.260975252344767,-9.2030900885,2.8964098858104386,-4.026375120799998,5.991575812292579,hand_wash
